number,fertilization,thermoregulation,class,order,family,species,body_mass,body_mass_log,souce_body_mass,sperm_length,sperm_length_log,source_sperm_length,testes_mass,testes_mass_log,source_testes_mass,clutch_size,clutch_size_log,source_clutch_size,genome_size,source_genome_size
836,internal,endotherm,Mammalia,Rodentia,Muridae,Rattus argentiventer,165.37,2.22,Etard et al 2020,183,2.26245109,Fitzpatrick et al 2022,3.05,0.48,Baker et al 2020,8.395,0.9240207,Etard et al 2020,,
837,internal,endotherm,Mammalia,Rodentia,Muridae,Rattus colletti,146.48,2.17,Etard et al 2020,158,2.198657087,Fitzpatrick et al 2022,1.94,0.29,Baker et al 2020,5.995,0.777789187,Etard et al 2020,,
705,internal,endotherm,Mammalia,Rodentia,Muridae,Rattus everetti,254.28,2.41,Etard et al 2020,171.5,2.234264124,Fitzpatrick et al 2022,,,,,,,,
838,internal,endotherm,Mammalia,Rodentia,Muridae,Rattus exulans,50.63,1.7,Etard et al 2020,176,2.245512668,Fitzpatrick et al 2022,2.6,0.42,Baker et al 2020,3.6825,0.566142756,Etard et al 2020,,
839,internal,endotherm,Mammalia,Rodentia,Muridae,Rattus fuscipes,127.29,2.1,Etard et al 2020,162,2.209515015,Fitzpatrick et al 2022,4.27,0.63,Baker et al 2020,4.58,0.660865478,Etard et al 2020,,
840,internal,endotherm,Mammalia,Rodentia,Muridae,Rattus hoffmanni,147,2.17,Etard et al 2020,182,2.260071388,Fitzpatrick et al 2022,2.36,0.37,Baker et al 2020,,,,,
841,internal,endotherm,Mammalia,Rodentia,Muridae,Rattus leucopus,171.73,2.23,Etard et al 2020,147,2.167317335,Fitzpatrick et al 2022,4.15,0.62,Baker et al 2020,3.4625,0.539389782,Etard et al 2020,,
1050,internal,endotherm,Mammalia,Rodentia,Muridae,Rattus losea,90.82,1.96,Etard et al 2020,165,2.217483944,Fitzpatrick et al 2022,2.17,0.34,Baker et al 2020,,,,,
842,internal,endotherm,Mammalia,Rodentia,Muridae,Rattus lutreolus,109,2.04,Etard et al 2020,163,2.212187604,Fitzpatrick et al 2022,4.44,0.65,Baker et al 2020,4.68,0.670245853,Etard et al 2020,,
656,internal,endotherm,Mammalia,Rodentia,Muridae,Rattus norvegicus,282.89,2.45,Etard et al 2020,190.1,2.278982117,Fitzpatrick et al 2022,3.8,0.58,Baker et al 2020,8.9225,0.950486557,Etard et al 2020,2.98,Animal genome size database
843,internal,endotherm,Mammalia,Rodentia,Muridae,Rattus rattus,200,2.3,Etard et al 2020,158,2.198657087,Fitzpatrick et al 2022,7.19,0.86,Baker et al 2020,5.915,0.771954749,Etard et al 2020,2.63,Animal genome size database
844,internal,endotherm,Mammalia,Rodentia,Muridae,Rattus sordidus,157.5,2.2,Etard et al 2020,154.5,2.188928484,Fitzpatrick et al 2022,3.52,0.55,Baker et al 2020,5.9925,0.777608043,Etard et al 2020,,
1038,internal,endotherm,Mammalia,Rodentia,Muridae,Rattus steini,153.09,2.18,Etard et al 2020,162,2.209515015,Fitzpatrick et al 2022,1.11,0.05,Baker et al 2020,3.6125,0.557807856,Etard et al 2020,,
845,internal,endotherm,Mammalia,Rodentia,Muridae,Rattus tiomanicus,129.96,2.11,Etard et al 2020,170.1,2.230704314,Fitzpatrick et al 2022,3.48,0.54,Baker et al 2020,4.875,0.68797462,Etard et al 2020,,
868,internal,endotherm,Mammalia,Rodentia,Muridae,Rattus tunneyi,141.4,2.15,Etard et al 2020,142,2.152288344,Fitzpatrick et al 2022,4.86,0.69,Baker et al 2020,5.4425,0.735798438,Etard et al 2020,,
869,internal,endotherm,Mammalia,Rodentia,Muridae,Rattus villosissimus,193.5,2.29,Etard et al 2020,147,2.167317335,Fitzpatrick et al 2022,2.15,0.33,Baker et al 2020,5.995,0.777789187,Etard et al 2020,,
1170,internal,endotherm,Aves,Passeriformes,Regulidae,Regulus regulus,5.55,0.74,Etard et al 2020,54.85,1.739176632,Fitzpatrick et al 2022,,,,8.5,0.929418926,Etard et al 2020,,
1104,internal,endotherm,Mammalia,Rodentia,Cricetidae,Reithrodon auritus,75.45,1.88,Etard et al 2020,85.6,1.932473765,Fitzpatrick et al 2022,,,,3.9575,0.597420924,Etard et al 2020,,
846,internal,endotherm,Mammalia,Rodentia,Muridae,Rhabdomys pumilio,41.12,1.61,Etard et al 2020,114,2.056904851,Fitzpatrick et al 2022,0.91,-0.04,Baker et al 2020,5.64,0.751279104,Etard et al 2020,,
132,external,ectotherm,Amphibia,Anura,Rhacophoridae,Rhacophorus chenfui,6.92,0.84,Baker et al 2020,121.4,2.084218687,Fitzpatrick et al 2022,0.13,-0.88,Baker et al 2020,300,2.477121255,Lupold et al 2017,,
133,external,ectotherm,Amphibia,Anura,Rhacophoridae,Rhacophorus dennysi,5.35,0.73,Baker et al 2020,235,2.371067862,Fitzpatrick et al 2022,0.1,-1.01,Baker et al 2020,2625,3.419129308,Etard et al 2020,,
134,external,ectotherm,Amphibia,Anura,Rhacophoridae,Rhacophorus dugritei,7.06,0.85,Baker et al 2020,125.2,2.097604329,Fitzpatrick et al 2022,0.09,-1.02,Baker et al 2020,400,2.602059991,Etard et al 2020,,
135,external,ectotherm,Amphibia,Anura,Rhacophoridae,Rhacophorus omeimontis,15.81,1.2,Baker et al 2020,212.29,2.326929537,Fitzpatrick et al 2022,0.45,-0.35,Baker et al 2020,436,2.639486489,Etard et al 2020,,
1225,external,ectotherm,Amphibia,Anura,Rhacophoridae,Rhacophorus owstoni,7.6,0.88,Etard et al 2020,122.2,2.087071206,Fitzpatrick et al 2022,,,,,,,,
1227,external,ectotherm,Amphibia,Anura,Rhacophoridae,Rhacophorus viridis,9.1,0.96,Etard et al 2020,165.3,2.218272854,Fitzpatrick et al 2022,,,,,,,,
18,external,ectotherm,Amphibia,Anura,Myobatrachidae,Rheobatrachus silus,11.62,1.07,Etard et al 2020,76.05,1.881099218,Fitzpatrick et al 2022,0.01,-2.03,Baker et al 2020,35,1.544068044,Etard et al 2020,,
36,external,ectotherm,Amphibia,Anura,Bufonidae,Rhinella marina,115.67,2.06,Liao et al 2018,69,1.838849091,Fitzpatrick et al 2022,0.34,-0.46,Liao et al 2018,14620,4.164947373,Lupold et al 2017,3.98,Animal genome size database
1238,external,ectotherm,Amphibia,Anura,Bufonidae,Rhinella marina,106.25,2.03,Etard et al 2020,70,1.84509804,Fitzpatrick et al 2022,0.34,-0.46,Baker et al 2020,16335,4.213119139,Etard et al 2020,,
1029,external,ectotherm,Amphibia,Anura,Bufonidae,Rhinella schneideri,210,2.32,Etard et al 2020,66.7,1.824125834,Fitzpatrick et al 2022,,,,1608.5,3.206421065,Etard et al 2020,,
1296,external,ectotherm,Amphibia,Anura,Rhinodermatidae,Rhinoderma darwinii,30,1.48,Etard et al 2020,75,1.875061263,Fitzpatrick et al 2022,,,,16.5,1.217483944,Etard et al 2020,,
1218,internal,endotherm,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus ferrumequinum,22.59,1.35,Etard et al 2020,118.8,2.074816441,Fitzpatrick et al 2022,,,,0.985,-0.00656377,Etard et al 2020,1.96,Animal genome size database
1063,internal,endotherm,Mammalia,Rodentia ,Spalacidae,Rhizomys pruinosus,2450,3.39,Etard et al 2020,90,1.954242509,Fitzpatrick et al 2022,,,,3,0.477121255,Etard et al 2020,,
730,internal,endotherm,Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon chrysopygus,537.6,2.73,Etard et al 2020,48.2,1.683047038,Fitzpatrick et al 2022,,,,1.11,0.045322979,Etard et al 2020,,
1074,internal,endotherm,Mammalia,Rodentia,Muridae,Rhynchomys soricoides,210.78,2.32,Etard et al 2020,108.1,2.033825694,Fitzpatrick et al 2022,,,,,,,,
433,internal,endotherm,Aves,Passeriformes,Hirundinidae,Riparia riparia,13.4,1.13,Etard et al 2020,89.69,1.952744024,Fitzpatrick et al 2022,0.24,-0.62,Baker et al 2020,4.49,0.652246341,Etard et al 2020,1.45,Animal genome size database
1144,internal,endotherm,Aves,Charadriiformes,Laridae,Rissa tridactyla,407.75,2.61,Etard et al 2020,70.57,1.848620117,Fitzpatrick et al 2022,0.7,-0.16,Baker et al 2020,2,0.301029996,Etard et al 2020,,
780,internal,endotherm,Mammalia,Lagomorpha,Leporidae,Romerolagus diazi,476.65,2.68,Etard et al 2020,54.61,1.737272177,Fitzpatrick et al 2022,1.88,0.27,Tourmente et al 2015,2.12,0.326335861,Etard et al 2020,,
1010,internal,endotherm,Mammalia,Chiroptera,Pteropodidae,Rousettus lanosus,103.89,2.02,Etard et al 2020,88.378,1.946344169,Fitzpatrick et al 2022,,,,,,,2.2,Animal genome size database
1285,internal,endotherm,Mammalia,Cetartiodactyla,Cervidae,Rucervus duvaucelii,236000,5.37,Etard et al 2020,68.4,1.835056102,Fitzpatrick et al 2022,,,,1,0,Etard et al 2020,,
762,internal,endotherm,Mammalia,Cetartiodactyla,Cervidae,Rucervus eldii thamin,122515,5.09,Gage 1998,74.6,1.872738827,Fitzpatrick et al 2022,,,,1,0,Etard et al 2020,,
129,external,ectotherm,Amphibia,Anura,Ranidae,Rugosa rugosa,6.73,0.83,Liao et al 2018,55,1.740362689,Fitzpatrick et al 2022,0.01,-1.84,Liao et al 2018,,,,8.15,Animal genome size database
593,internal,endotherm,Mammalia,Cetartiodactyla,Cervidae,Rusa timorensis,75000,4.88,Lupold & Fitzpatrick 2015,63.752,1.804493814,Fitzpatrick et al 2022,27.43,1.44,Lupold & Fitzpatrick 2015,,,,,
594,internal,endotherm,Mammalia,Cetartiodactyla,Cervidae,Rusa unicolor,201000,5.3,Lupold & Fitzpatrick 2015,61.666,1.790045779,Fitzpatrick et al 2022,77.5,1.89,Lupold & Fitzpatrick 2015,1,0,Anage,,
707,internal,endotherm,Mammalia,Rodentia,Muridae,Saccostomus campestris,51.23,1.71,Etard et al 2020,143,2.155336037,Fitzpatrick et al 2022,,,,6.775,0.8309093,Etard et al 2020,,
627,internal,endotherm,Mammalia,Primates,Callitrichidae,Saguinus fuscicollis,400,2.6,Lupold & Fitzpatrick 2015,60.5,1.781755375,Lupold & Fitzpatrick 2015,1.53,0.18,Lupold & Fitzpatrick 2015,1.83,0.26245109,Pantheria,,
928,internal,endotherm,Mammalia,Primates,Callitrichidae,Saguinus midas,570.16,2.76,Baker et al 2020,54.6,1.737192643,Fitzpatrick et al 2022,1.83,0.26,Baker et al 2020,2,0.301029996,Anage,,
628,internal,endotherm,Mammalia,Primates,Callitrichidae,Saguinus oedipus,445.5,2.65,Etard et al 2020,54.8,1.738780558,Fitzpatrick et al 2022,1.48,0.17,Baker et al 2020,1.9,0.278753601,Etard et al 2020,,
1347,internal,endotherm,Mammalia,Primates,Cebidae,Saimiri boliviensis,774.46,2.89,Etard et al 2020,71.39,1.853637382,Fitzpatrick et al 2022,,,,1.01,0.004321374,Etard et al 2020,,
630,internal,endotherm,Mammalia,Primates,Cebidae,Saimiri sciureus,756.83,2.88,Baker et al 2020,71.1,1.851869601,Fitzpatrick et al 2022,3.2,0.51,Baker et al 2020,1,0,Anage,3.3,Animal genome size database
1303,internal,endotherm,Mammalia,Primates,Cebidae,Saimiri vanzolinii,783.77,2.89,Etard et al 2020,76.1,1.881384657,Fitzpatrick et al 2022,,,,1.01,0.004321374,Etard et al 2020,,
953,internal,ectotherm,Reptilia,Squamata,Teiidae,Salvator duseni,2391.98,3.38,Feldman et al 2016 ,82.3,1.915399835,Fitzpatrick et al 2022,,,,,,,,
629,internal,endotherm,Mammalia,Primates,Cebidae,Sapajus apella,2600.16,3.42,Baker et al 2020,84.1,1.924795996,Fitzpatrick et al 2022,9.1,0.96,Baker et al 2020,1.05,0.021189299,Pantheria,3.7,Animal genome size database
1346,internal,endotherm,Mammalia,Primates,Cebidae,Sapajus cay,2836.85,3.45,Etard et al 2020,65.06,1.813314059,Fitzpatrick et al 2022,,,,,,,,
520,internal,endotherm,Mammalia,Dasyuromorphia,Dasyuridae,Sarcophilus harrisii,8202.25,3.91,Etard et al 2020,218.4,2.339252634,Fitzpatrick et al 2022,5.2,0.72,Baker et al 2020,2.91,0.463892989,Etard et al 2020,2.99,Animal genome size database
434,internal,endotherm,Aves,Passeriformes,Turdidae,Saxicola rubetra,17.86,1.25,Etard et al 2020,163.49,2.213491194,Fitzpatrick et al 2022,0.12,-0.92,Baker et al 2020,5.5,0.740362689,Etard et al 2020,,
435,internal,endotherm,Aves,Passeriformes,Tyrannidae,Sayornis phoebe,19,1.28,Etard et al 2020,48.04,1.681602999,Fitzpatrick et al 2022,0.03,-1.47,Rowe et al 2015,4.87,0.687528961,Etard et al 2020,1.45,Animal genome size database
1105,internal,endotherm,Mammalia,Rodentia,Cricetidae,Scapteromys tumidus,146,2.16,Etard et al 2020,108.7,2.036229544,Fitzpatrick et al 2022,,,,3.63,0.559906625,Etard et al 2020,,
1340,internal,endotherm,Mammalia,Rodentia,Dipodidae,Scarturus tetradactyla,52,1.72,Etard et al 2020,119,2.075546961,Fitzpatrick et al 2022,,,,,,,,
1115,internal,ectotherm,Reptilia,Squamata,Phrynosomatidae,Sceloporus clarkii,83.73,1.92,Etard et al 2020,77.564,1.889660198,Fitzpatrick et al 2022,,,,13.80033228,1.139889543,Etard et al 2020,,
1116,internal,ectotherm,Reptilia,Squamata,Phrynosomatidae,Sceloporus jarrovii,28.07,1.45,Etard et al 2020,70.347,1.847245581,Fitzpatrick et al 2022,,,,7.07,0.849419414,Etard et al 2020,,
1117,internal,ectotherm,Reptilia,Squamata,Phrynosomatidae,Sceloporus magister,57.96,1.76,Etard et al 2020,81.574,1.911551759,Fitzpatrick et al 2022,,,,9.350182574,0.970820091,Etard et al 2020,2.73,Animal genome size database
1118,internal,ectotherm,Reptilia,Squamata,Phrynosomatidae,Sceloporus olivaceus,29.67,1.47,Etard et al 2020,80.587,1.906264989,Fitzpatrick et al 2022,,,,17.9,1.252853031,Etard et al 2020,,
1119,internal,ectotherm,Reptilia,Squamata,Phrynosomatidae,Sceloporus virgatus,12.61,1.1,Etard et al 2020,77.861,1.891319977,Fitzpatrick et al 2022,,,,9.812131724,0.99176337,Etard et al 2020,,
997,external,ectotherm,Amphibia,Anura,Hylidae,Scinax fuscovarius,17.6,1.25,Etard et al 2020,96,1.982271233,Fitzpatrick et al 2022,,,,2684,3.428782511,Etard et al 2020,,
717,internal,endotherm,Mammalia,Rodentia,Sciuridae,Sciurus niger,782.8,2.89,Etard et al 2020,122.2,2.087071206,Fitzpatrick et al 2022,,,,3,0.477121255,Etard et al 2020,,
343,internal,endotherm,Aves,Charadriiformes,Scolopacidae,Scolopax minor,196.32,2.29,Etard et al 2020,99.7,1.998695158,Fitzpatrick et al 2022,0.87,-0.06,Baker et al 2020,4,0.602059991,Etard et al 2020,,
296,internal,endotherm,Aves,Passeriformes,Phylloscopidae,Seicercus borealis,10.89,1.04,Etard et al 2020,183.33,2.263233538,Fitzpatrick et al 2022,,,,5.95,0.774516966,Etard et al 2020,,
305,internal,endotherm,Aves,Passeriformes,Phylloscopidae,Seicercus burkii,7.3,0.86,Supriya et al 2016,162.45,2.210719716,Fitzpatrick et al 2022,0.03,-1.52,Supriya et al 2016,,,,,
306,internal,endotherm,Aves,Passeriformes,Phylloscopidae,Seicercus whistleri,7.7,0.89,Amniote,183.31,2.263186157,Fitzpatrick et al 2022,,,,,,,,
1355,internal,endotherm,Aves,Passeriformes,Phylloscopidae,Seicercus xanthoschistos,7.03,0.85,Etard et al 2020,115.48,2.062506775,Fitzpatrick et al 2022,,,,3.9,0.591064607,Etard et al 2020,,
436,internal,endotherm,Aves,Passeriformes,Parulidae,Seiurus aurocapilla,19.2,1.28,Etard et al 2020,187.74,2.273556814,Fitzpatrick et al 2022,0.2,-0.7,Baker et al 2020,4.5,0.653212514,Etard et al 2020,1.36,Animal genome size database
639,internal,endotherm,Mammalia,Primates,Cercopithecidae,Semnopithecus entellus,12104.56,4.08,Etard et al 2020,64.87,1.812043898,Lupold & Fitzpatrick 2015,11.14,1.05,Baker et al 2020,1.02,0.008600172,Etard et al 2020,,
157,internal,endotherm,Aves,Passeriformes,Acanthizidae,Sericornis frontalis,13.23,1.12,Etard et al 2020,95.6,1.980457892,Fitzpatrick et al 2022,0.37,-0.43,Baker et al 2020,2.7,0.431363764,Etard et al 2020,,
206,internal,endotherm,Aves,Passeriformes,Fringillidae,Serinus atrogularis,10.7,1.03,Immler et al 2011,127.83,2.106632789,Fitzpatrick et al 2022,0.08,-1.12,Immler et al 2011,2.8,0.447158031,Jetz et al 2008,1.5,Animal genome size database
438,internal,endotherm,Aves,Passeriformes,Fringillidae,Serinus canaria,21,1.32,Etard et al 2020,209.54,2.32126694,Fitzpatrick et al 2022,0.23,-0.64,Baker et al 2020,3.81,0.580924976,Etard et al 2020,1.48,Animal genome size database
439,internal,endotherm,Aves,Passeriformes,Fringillidae,Serinus serinus,11.65,1.07,Etard et al 2020,248.32,2.3950117,Fitzpatrick et al 2022,0.15,-0.82,Baker et al 2020,3.6,0.556302501,Etard et al 2020,,
753,internal,endotherm,Mammalia,Afrosoricida,Tenrecidae,Setifer setosus,294,2.47,Etard et al 2020,64,1.806179974,Fitzpatrick et al 2022,,,,3.14,0.496929648,Etard et al 2020,5.03,Animal genome size database
266,internal,endotherm,Aves,Passeriformes,Parulidae,Setophaga americana,7.1,0.85,Immler et al 2011,247.58,2.393715559,Fitzpatrick et al 2022,0.21,-0.68,Immler et al 2011,4.5,0.653212514,Jetz et al 2008,,
250,internal,endotherm,Aves,Passeriformes,Parulidae,Setophaga caerulescens,9.8,0.99,Immler et al 2011,232.6,2.36660971,Fitzpatrick et al 2022,0.04,-1.4,Immler et al 2011,4,0.602059991,Jetz et al 2008,1.4,Animal genome size database
251,internal,endotherm,Aves,Passeriformes,Parulidae,Setophaga castanea,12.3,1.09,Immler et al 2011,267.36,2.427096433,Fitzpatrick et al 2022,0.13,-0.89,Immler et al 2011,4.5,0.653212514,Jetz et al 2008,1.62,Animal genome size database
252,internal,endotherm,Aves,Passeriformes,Parulidae,Setophaga cerulea,9.1,0.96,Immler et al 2011,253.69,2.404303348,Fitzpatrick et al 2022,0.1,-1,Immler et al 2011,,,,,
441,internal,endotherm,Aves,Passeriformes,Parulidae,Setophaga cerulea,9.05,0.96,Etard et al 2020,247.23,2.393101169,Fitzpatrick et al 2022,0.1,-1,Baker et al 2020,4,0.602059991,Etard et al 2020,,
1167,internal,endotherm,Aves,Passeriformes,Parulidae,Setophaga citrina,10.6,1.03,Etard et al 2020,246.01,2.390952761,Fitzpatrick et al 2022,,,,4,0.602059991,Etard et al 2020,,
253,internal,endotherm,Aves,Passeriformes,Parulidae,Setophaga coronata,12,1.08,Immler et al 2011,279.92,2.447033929,Fitzpatrick et al 2022,0.24,-0.62,Immler et al 2011,4,0.602059991,Jetz et al 2008,1.28,Animal genome size database
254,internal,endotherm,Aves,Passeriformes,Parulidae,Setophaga discolor,8,0.9,Immler et al 2011,223.91,2.35007349,Fitzpatrick et al 2022,0.09,-1.05,Immler et al 2011,4,0.602059991,Jetz et al 2008,,
442,internal,endotherm,Aves,Passeriformes,Parulidae,Setophaga fusca,9.75,0.99,Etard et al 2020,273.37,2.436750853,Fitzpatrick et al 2022,0.04,-1.4,Baker et al 2020,4,0.602059991,Etard et al 2020,,
255,internal,endotherm,Aves,Passeriformes,Parulidae,Setophaga fusca,10,1,Immler et al 2011,261.1,2.416806872,Fitzpatrick et al 2022,0.04,-1.4,Immler et al 2011,4,0.602059991,Jetz et al 2008,,
256,internal,endotherm,Aves,Passeriformes,Parulidae,Setophaga magnolia,8.8,0.94,Immler et al 2011,241.54,2.382989062,Fitzpatrick et al 2022,0.07,-1.15,Immler et al 2011,4,0.602059991,Jetz et al 2008,1.45,Animal genome size database
443,internal,endotherm,Aves,Passeriformes,Parulidae,Setophaga pensylvanica,9.3,0.97,Etard et al 2020,243.27,2.386088555,Fitzpatrick et al 2022,0.08,-1.1,Baker et al 2020,4,0.602059991,Etard et al 2020,,
257,internal,endotherm,Aves,Passeriformes,Parulidae,Setophaga pensylvanica,9.6,0.98,Immler et al 2011,241.78,2.383420373,Fitzpatrick et al 2022,0.08,-1.1,Immler et al 2011,4,0.602059991,Jetz et al 2008,,
258,internal,endotherm,Aves,Passeriformes,Parulidae,Setophaga petechia,9.8,0.99,Immler et al 2011,266.23,2.425256992,Fitzpatrick et al 2022,0.17,-0.77,Immler et al 2011,4.5,0.653212514,Jetz et al 2008,1.28,Animal genome size database
444,internal,endotherm,Aves,Passeriformes,Parulidae,Setophaga pinus,10.65,1.03,Etard et al 2020,245.08,2.389307872,Fitzpatrick et al 2022,0.1,-1,Baker et al 2020,4,0.602059991,Etard et al 2020,,
259,internal,endotherm,Aves,Passeriformes,Parulidae,Setophaga pinus,12.8,1.11,Immler et al 2011,252.5,2.402261382,Fitzpatrick et al 2022,0.29,-0.54,Immler et al 2011,4,0.602059991,Jetz et al 2008,,
445,internal,endotherm,Aves,Passeriformes,Parulidae,Setophaga ruticilla,8.25,0.92,Etard et al 2020,247.58,2.393715559,Fitzpatrick et al 2022,0.28,-0.55,Baker et al 2020,4,0.602059991,Etard et al 2020,1.31,Animal genome size database
260,internal,endotherm,Aves,Passeriformes,Parulidae,Setophaga striata,12.6,1.1,Immler et al 2011,264.28,2.422064298,Fitzpatrick et al 2022,0.13,-0.89,Immler et al 2011,4.5,0.653212514,Jetz et al 2008,1.3,Animal genome size database
261,internal,endotherm,Aves,Passeriformes,Parulidae,Setophaga tigrina,11.3,1.05,Immler et al 2011,229.63,2.361028626,Fitzpatrick et al 2022,0.13,-0.89,Immler et al 2011,6.5,0.812913357,Jetz et al 2008,1.53,Animal genome size database
446,internal,endotherm,Aves,Passeriformes,Parulidae,Setophaga virens,8.7,0.94,Etard et al 2020,269.64,2.430784318,Fitzpatrick et al 2022,0.11,-0.96,Baker et al 2020,4,0.602059991,Etard et al 2020,,
262,internal,endotherm,Aves,Passeriformes,Parulidae,Setophaga virens,9.2,0.96,Immler et al 2011,277.98,2.444013551,Fitzpatrick et al 2022,0.11,-0.96,Immler et al 2011,4,0.602059991,Jetz et al 2008,1.31,Animal genome size database
447,internal,endotherm,Aves,Passeriformes,Turdidae,Sialia sialis,28.58,1.46,Etard et al 2020,124.86,2.096423331,Fitzpatrick et al 2022,0.26,-0.58,Baker et al 2020,4.41,0.644438589,Etard et al 2020,1.28,Animal genome size database
1219,internal,ectotherm,Reptilia,Testudines,Geoemydidae,Siebenrockiella crassicollis,1100.91,3.04,Etard et al 2020,71.33,1.853272224,Fitzpatrick et al 2022,,,,2.4,0.380211242,Etard et al 2020,2.35,Animal genome size database
800,internal,endotherm,Mammalia,Rodentia,Cricetidae,Sigmodon hispidus,110.65,2.04,Etard et al 2020,87,1.939519253,Fitzpatrick et al 2022,1.73,0.24,Baker et al 2020,5.44,0.7355989,Etard et al 2020,3.96,Animal genome size database
1349,internal,endotherm,Aves,Passeriformes,Sittidae,Sitta europaea,20.37,1.31,Etard et al 2020,82.04,1.914025652,Fitzpatrick et al 2022,,,,7.4,0.86923172,Etard et al 2020,,
521,internal,endotherm,Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis crassicaudata,15.49,1.19,Etard et al 2020,271,2.432969291,Fitzpatrick et al 2022,0.14,-0.86,Baker et al 2020,6.76,0.829946696,Etard et al 2020,3.49,Animal genome size database
1039,internal,endotherm,Mammalia,Rodentia,Muridae,Solomys salebrosus,397,2.6,Etard et al 2020,87,1.939519253,Fitzpatrick et al 2022,,,,,,,,
777,internal,endotherm,Mammalia,Eulipotyphla,Soricidae,Sorex araneus,8.69,0.94,Etard et al 2020,83.9,1.923761961,Fitzpatrick et al 2022,0.28,-0.55,Baker et al 2020,6.56,0.816903839,Etard et al 2020,2.91,Animal genome size database
1261,internal,endotherm,Mammalia,Soricomorpha,Soricidae,Sorex shinto,6.15,0.79,Etard et al 2020,67.7,1.830588669,Fitzpatrick et al 2022,,,,6.82,0.833784375,Etard et al 2020,2.9,Animal genome size database
1075,internal,endotherm,Mammalia,Rodentia,Muridae,Soricomys kalinga,35.34,1.55,Etard et al 2020,144.4,2.159567193,Fitzpatrick et al 2022,,,,,,,,
1134,internal,endotherm,Mammalia,Rodentia,Octodontidae,Spalacopus cyanus,109.5,2.04,Etard et al 2020,41.2,1.614897216,Fitzpatrick et al 2022,,,,2.77,0.442479769,Etard et al 2020,3.54,Animal genome size database
198,internal,endotherm,Aves,Passeriformes,Estrildidae,Spermophaga haematina,22.6,1.35,Etard et al 2020,113.49,2.054957596,Fitzpatrick et al 2022,0.21,-0.68,Immler et al 2011,4.2,0.62324929,Etard et al 2020,,
1250,internal,endotherm,Aves,Sphenisciformes,Spheniscidae,Spheniscus demersus,3135,3.5,Etard et al 2020,66.31,1.821579028,Fitzpatrick et al 2022,,,,2,0.301029996,Etard et al 2020,1.63,Animal genome size database
1262,internal,endotherm,Aves,Sphenisciformes,Spheniscidae,Spheniscus magellanicus,4105.1,3.61,Etard et al 2020,70.5,1.848189117,Fitzpatrick et al 2022,8.36,0.92,Baker et al 2020,2,0.301029996,Etard et al 2020,,
956,internal,ectotherm,Reptilia,Rhynchocephalia,Sphenodontidae,Sphenodon punctatus,700,2.85,Etard et al 2020,142,2.152288344,Fitzpatrick et al 2022,,,,11.5,1.06069784,Etard et al 2020,5,Animal genome size database
202,internal,endotherm,Aves,Passeriformes,Fringillidae,Spinus magellanicus,11,1.04,Immler et al 2011,79.06,1.89795681,Fitzpatrick et al 2022,0.09,-1.07,Immler et al 2011,,,,,
1161,internal,endotherm,Aves,Passeriformes,Fringillidae,Spinus spinus,13.2,1.12,Anage,218.49,2.339431565,Fitzpatrick et al 2022,,,,,,,,
366,internal,endotherm,Aves,Passeriformes,Fringillidae,Spinus tristis,12.79,1.11,Baker et al 2020,196.4,2.293141483,Fitzpatrick et al 2022,0.23,-0.64,Baker et al 2020,4.9,0.69019608,Jetz et al 2008,1.32,Animal genome size database
173,internal,endotherm,Aves,Passeriformes,Cardinalidae,Spiza americana,26.18,1.42,Etard et al 2020,227.77,2.357496522,Fitzpatrick et al 2022,0.65,-0.19,Baker et al 2020,4,0.602059991,Etard et al 2020,,
448,internal,endotherm,Aves,Passeriformes,Emberizidae,Spizella passerina,12.25,1.09,Etard et al 2020,279.84,2.446909792,Fitzpatrick et al 2022,0.18,-0.75,Baker et al 2020,4,0.602059991,Etard et al 2020,1.29,Animal genome size database
449,internal,endotherm,Aves,Passeriformes,Emberizidae,Spizella pusilla,12.65,1.1,Etard et al 2020,268.84,2.429493887,Fitzpatrick et al 2022,0.16,-0.8,Baker et al 2020,4,0.602059991,Etard et al 2020,1.28,Animal genome size database
171,internal,endotherm,Aves,Passeriformes,Alaudidae,Spizocorys conirostris,14.28,1.15,Etard et al 2020,73.91,1.868703202,Fitzpatrick et al 2022,0.26,-0.59,Immler et al 2011,2.4,0.380211242,Jetz et al 2008,,
317,internal,endotherm,Aves,Passeriformes,Ploceidae,Sporopipes squamifrons,11.93,1.08,Etard et al 2020,69.06,1.839226574,Fitzpatrick et al 2022,0.08,-1.08,Immler et al 2011,3.9,0.591064607,Etard et al 2020,1.38,Animal genome size database
450,internal,endotherm,Aves,Passeriformes,Maluridae,Stipiturus malachurus,7.3,0.86,Etard et al 2020,75.43,1.877544108,Fitzpatrick et al 2022,0.05,-1.34,Rowe et al 2015,3,0.477121255,Etard et al 2020,,
708,internal,endotherm,Mammalia,Rodentia,Muridae,Stochomys longicaudatus,76.64,1.88,Etard et al 2020,67.5,1.829303773,Fitzpatrick et al 2022,,,,2.535,0.403977964,Etard et al 2020,,
